App Name,App Id,Category,Rating,Rating Count,Installs,Minimum Installs,Free,Price,Currency,Size,Minimum Android,Developer Id,Developer Website,Developer Email,Released,Last update,Privacy Policy,Content Rating,Ad Supported,In app purchases,Editor Choice,Summary,Reviews,Android version Text,Developer,Developer Address,Developer Internal ID,Version
Chrome Remote Desktop,com.google.chromeremotedesktop,Tools,4.162374,204025,"10,000,000+",10000000,TRUE,0,USD,Varies with device,4.4,5700313618786170000,https://support.google.com/chrome/answer/1649523,chrome-remote-desktop@google.com,"Apr 16, 2014","January 15, 2020",https://policies.google.com/privacy,Everyone,N/A,FALSE,FALSE,Securely access your computers from your Android device.,37649,4.4 and up,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,79.0.3945.26
Google Ads,com.google.android.apps.adwords,Business,4.3594694,101375,"10,000,000+",10000000,TRUE,0,USD,Varies with device,4.1,5700313618786170000,http://ads.google.com/,adwords-mobile-app-support@google.com,"Mar 4, 2015","May 20, 2021",http://www.google.com/policies/privacy,Everyone,N/A,FALSE,FALSE,Stay connected to your Google Ads campaigns on the go.,36447,4.1 and up,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,2.30.374248997
Gallery Go by Google Photos,com.google.android.apps.photosgo,Photography,4.343974,66916,"100,000,000+",100000000,TRUE,0,USD,Varies with device,8,5700313618786170000,http://www.android.com/,apps-help@google.com,"Jul 23, 2019","May 24, 2021",http://www.google.com/policies/privacy,Everyone,N/A,FALSE,FALSE,"Smart, light, and fast photo and video gallery",17528,8.0 and up,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,1.7.8.373694029 release
Google News - Top world & local news headlines,com.google.android.apps.magazines,News & Magazines,4.307046,1512821,"1,000,000,000+",1000000000,TRUE,0,USD,Varies with device,Varies,5700313618786170000,https://news.google.com/about,apps-help@google.com,"Jun 27, 2012","May 25, 2021",http://www.google.com/policies/privacy,Teen,TRUE,FALSE,FALSE,Stay informed with latest world & local news personalized for your interest,368665,Varies with device,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,Varies with device
Google Wifi,com.google.android.apps.access.wifi.consumer,Communication,4.030449,31157,"5,000,000+",5000000,TRUE,0,USD,26M,Varies,5700313618786170000,http://google.com/wifi,wificare@google.com,"Aug 30, 2015","September 24, 2020",http://www.google.com/policies/privacy,Everyone,N/A,FALSE,FALSE,The companion app for Google Wifi and OnHub.,9237,Varies with device,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,Varies with device
Clock,com.google.android.deskclock,Tools,4.1469646,391201,"1,000,000,000+",1000000000,TRUE,0,USD,Varies with device,Varies,5700313618786170000,http://www.google.com/,android-clock-feedback@google.com,"Jun 18, 2015","May 25, 2021",http://www.google.com/policies/privacy,Everyone,N/A,FALSE,FALSE,Your simple and beautiful alarm clock for Android,103406,Varies with device,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,Varies with device
Google Arts & Culture,com.google.android.apps.cultural,Education,4.2880435,45842,"10,000,000+",10000000,TRUE,0,USD,Varies with device,5,5700313618786170000,https://artsandculture.google.com,ci-feedback@googlegroups.com,"Nov 30, 2015","April 20, 2021",http://www.google.com/policies/privacy,Everyone,N/A,FALSE,FALSE,For the culturally curious – stories from around the world,14597,5.0 and up,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,8.2.9
Google Maps - Navigate & Explore,com.google.android.apps.maps,Travel & Local,3.8565524,13463008,"5,000,000,000+",5000000000,TRUE,0,USD,Varies with device,Varies,5700313618786170000,http://maps.google.com/about/,apps-help@google.com,N/A,"May 26, 2021",http://www.google.com/policies/privacy,Everyone,TRUE,FALSE,TRUE,"Real-time GPS navigation & local suggestions for food, events, & activities",3687526,Varies with device,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,Varies with device
Google,com.google.android.googlequicksearchbox,Tools,4.1898594,19544706,"5,000,000,000+",5000000000,TRUE,0,USD,Varies with device,Varies,5700313618786170000,https://www.google.com/search/about/,apps-help@google.com,"Aug 12, 2010","May 28, 2021",http://www.google.com/policies/privacy,Everyone,TRUE,FALSE,FALSE,"Find quick answers, explore your interests, and stay up to date with Discover.",6268422,Varies with device,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,Varies with device
Wallpapers,com.google.android.apps.wallpaper,Personalization,4.1234174,171944,"100,000,000+",100000000,TRUE,0,USD,Varies with device,Varies,5700313618786170000,http://www.android.com/,wallpapers-support@google.com,"Oct 19, 2016","September 9, 2020",http://www.google.com/policies/privacy,Everyone,N/A,FALSE,FALSE,Make the most of your display with beautiful wallpapers and advanced features.,46221,Varies with device,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,Varies with device
Stadia,com.google.stadia.android,Entertainment,3.8449287,23434,"1,000,000+",1000000,TRUE,0,USD,65M,6,5700313618786170000,http://support.google.com/stadia,apps-help@google.com,"Nov 7, 2019","May 10, 2021",https://stadia.google.com/privacy,Teen,N/A,FALSE,FALSE,Stadia is one place for all the ways we play.,11379,6.0 and up,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,3.15.369169255
Carrier Services,com.google.android.ims,Communication,4.226557,735700,"1,000,000,000+",1000000000,TRUE,0,USD,8.0M,6,5700313618786170000,N/A,apps-help@google.com,"Mar 13, 2017","May 21, 2021",http://www.google.com/policies/privacy,Everyone,N/A,FALSE,FALSE,Carrier Services enables the latest communication services from mobile carriers.,196242,6.0 and up,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,59.0.373218582-carrierservices_V59P_RC01
Voice Access,com.google.android.apps.accessibility.voiceaccess,Tools,3.9075987,16320,"5,000,000+",5000000,TRUE,0,USD,Varies with device,Varies,5700313618786170000,http://www.google.com/accessibility,apps-help@google.com,"Sep 25, 2018","May 17, 2021",http://www.google.com/policies/privacy,Everyone,N/A,FALSE,FALSE,Provides accessibility by voice for hands-free mobile computing.,6508,Varies with device,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,Varies with device
Chrome Dev,com.chrome.dev,Communication,4.2600455,110000,"10,000,000+",10000000,TRUE,0,USD,Varies with device,Varies,5700313618786170000,http://www.google.com/chrome/android,apps-help@google.com,"Apr 29, 2015","May 26, 2021",http://www.google.com/chrome/intl/en/privacy.html,Everyone,N/A,FALSE,FALSE,"The speed and simplicity of Chrome, before everyone else.",28974,Varies with device,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,92.0.4515.19
Google VR Services,com.google.vr.vrcore,Tools,3.835876,40421,"100,000,000+",100000000,TRUE,0,USD,Varies with device,4.4,5700313618786170000,http://developers.google.com/cardboard,apps-help@google.com,"Nov 7, 2016","September 10, 2019",http://www.google.com/policies/privacy,Everyone,N/A,FALSE,FALSE,Google VR Services provides functionality for Daydream and Cardboard apps.,10513,4.4 and up,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,1.23.265693388
Google Admin,com.google.android.apps.enterprise.cpanel,Productivity,4.0429044,24226,"5,000,000+",5000000,TRUE,0,USD,Varies with device,Varies,5700313618786170000,http://support.google.com/a/bin/answer.py?hl=en&answer=3052681,mobile-admin-support@google.com,"May 29, 2013","November 24, 2020",http://www.google.com/policies/privacy,Everyone,N/A,FALSE,FALSE,"Manage users, reset passwords, manage group membership and manage devices",5246,Varies with device,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,Varies with device
Grasshopper: Learn to Code for Free,com.area120.grasshopper,Education,4.608454,41337,"1,000,000+",1000000,TRUE,0,USD,Varies with device,5,5700313618786170000,https://grasshopper.app,grasshopper-support@google.com,"Jun 20, 2017","May 27, 2021",https://policies.google.com/privacy,Everyone,N/A,FALSE,FALSE,Learn to code for free on your phone in as little as 5 minutes a day.,19847,5.0 and up,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,2.60.3
Google Cloud Console,com.google.android.apps.cloudconsole,Tools,4.4321504,9530,"1,000,000+",1000000,TRUE,0,USD,11M,6,5700313618786170000,http://cloud.google.com/,android-cloud-console@google.com,"Mar 25, 2015","February 25, 2021",http://www.google.com/policies/privacy,Everyone,N/A,FALSE,FALSE,Manage your Google Cloud Platform solution.,2454,6.0 and up,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,1.11.prod.355568116
Toontastic 3D,com.google.toontastic,Educational,4.130661,43904,"1,000,000+",1000000,TRUE,0,USD,31M,5,5700313618786170000,http://toontastic.com,apps-help@google.com,"Jan 11, 2017","November 2, 2017",http://www.google.com/policies/privacy,Everyone,N/A,FALSE,FALSE,Lights! Camera! Play!,21551,5.0 and up,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,1.0.5
Google My Maps,com.google.android.apps.m4b,Productivity,3.8127327,80586,"10,000,000+",10000000,TRUE,0,USD,7.7M,4.0.3,5700313618786170000,https://www.google.com/mymaps,apps-help@google.com,"Oct 21, 2013","September 3, 2019",http://www.google.com/policies/privacy,Everyone,N/A,FALSE,FALSE,Create and edit custom maps on the go.,12137,4.0.3 and up,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,2.2.1.4
Google TV (previously Play Movies & TV),com.google.android.videos,Video Players & Editors,4.0017457,1806565,"5,000,000,000+",5000000000,TRUE,0,USD,Varies with device,Varies,5700313618786170000,http://support.google.com/googleplay,apps-help@google.com,"Jun 3, 2011","May 18, 2021",http://www.google.com/policies/privacy,Teen,N/A,FALSE,FALSE,"Easily discover, watch, and stream your favorite movies & TV shows in one place",381801,Varies with device,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,Varies with device
YouTube Kids for Android TV,com.google.android.youtube.tvkids,Entertainment,2.3846154,39,"10,000,000+",10000000,TRUE,0,USD,Varies with device,5,5700313618786170000,http://www.google.com/mobile/android/,ytkids-support@google.com,"Aug 9, 2017","December 8, 2020",https://kids.youtube.com/privacynotice,Everyone,TRUE,FALSE,FALSE,Encourage kids to discover the world with a suite of parental controls,31,5.0 and up,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,1.12.02
Google Apps Device Policy,com.google.android.apps.enterprise.dmagent,Productivity,4.1073647,85155,"10,000,000+",10000000,TRUE,0,USD,Varies with device,Varies,5700313618786170000,http://support.google.com/mobile/bin/answer.py?hl=en&answer=190930,device-policy-feedback@google.com,"Oct 28, 2010","January 21, 2021",http://www.google.com/policies/privacy,Everyone,N/A,FALSE,FALSE,Allows G Suite domain admin to set security policies for your Android device,20377,Varies with device,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,Varies with device
Live Channels,com.google.android.tv,Entertainment,2.46,313,"10,000,000+",10000000,TRUE,0,USD,6.9M,6,5700313618786170000,http://www.android.com/tv/,apps-help@google.com,"Dec 10, 2014","November 19, 2020",http://www.google.com/policies/privacy,Everyone,N/A,FALSE,FALSE,Watch all TV channels without switching your TV input source.,281,6.0 and up,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,1.28.340749961
Recorder,com.google.android.apps.recorder,Tools,3.8743455,5641,1+,1,TRUE,0,USD,Varies with device,N/A,5700313618786170000,http://www.android.com/,apps-help@google.com,"Oct 1, 2019","March 31, 2021",http://www.google.com/policies/privacy,Everyone,N/A,FALSE,FALSE,"Your audio, now searchable",2082,,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,Varies with device
Expeditions,com.google.vr.expeditions,Education,3.9695818,5242,"1,000,000+",1000000,TRUE,0,USD,41M,4.4,5700313618786170000,https://www.google.com/edu/expeditions/,expeditions-feedback@google.com,"Jun 27, 2016","February 21, 2020",http://www.google.com/policies/privacy,Everyone,N/A,FALSE,FALSE,"See anything, go anywhere",1425,4.4 and up,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,2.3.3.200207006
Google Analytics,com.google.android.apps.giant,Business,4.377748,126189,"5,000,000+",5000000,TRUE,0,USD,19M,4.4,5700313618786170000,http://support.google.com/analytics/,analytics-app-feedback@google.com,"Jun 29, 2012","May 26, 2021",http://www.google.com/policies/privacy,Everyone,N/A,FALSE,FALSE,The official Google Analytics mobile app: check key metrics & real-time data.,31887,4.4 and up,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,4.1.346558856
Google Indic Keyboard,com.google.android.apps.inputmethod.hindi,Tools,4.3180714,612990,"100,000,000+",100000000,TRUE,0,USD,Varies with device,Varies,5700313618786170000,http://www.google.com/inputtools/,apps-help@google.com,"Feb 27, 2013","April 19, 2018",http://www.google.com/policies/privacy,Everyone,N/A,FALSE,FALSE,Google Indic Keyboard - A new way to type in your native language on Android,166826,Varies with device,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,Varies with device
Chrome Canary (Unstable),com.chrome.canary,Productivity,4.2296934,40624,"1,000,000+",1000000,TRUE,0,USD,Varies with device,Varies,5700313618786170000,http://www.google.com/chrome/android,apps-help@google.com,"Oct 18, 2016","May 28, 2021",http://www.google.com/chrome/intl/en/privacy.html,Everyone,N/A,FALSE,FALSE,"Warning: experimental. Tap ""Read More"" for details.",16984,Varies with device,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,93.0.4525.0
Google Support Services,com.google.android.apps.helprtc,Tools,3.8580246,3241,1+,1,TRUE,0,USD,Varies with device,5,5700313618786170000,https://support.google.com/android?p=screenshare_learn_more,apps-help@google.com,"Nov 18, 2016","March 10, 2021",http://www.google.com/policies/privacy,Everyone,N/A,FALSE,FALSE,Share your Android device screen for personalized Google customer support,1031,5.0 and up,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,3.10.2
Data Transfer Tool,com.google.android.apps.pixelmigrate,Tools,4.111111,3952,1+,1,TRUE,0,USD,Varies with device,Varies,5700313618786170000,https://madeby.google.com/phone/switch/,apps-help@google.com,"Oct 4, 2017","May 13, 2021",http://www.google.com/policies/privacy,Everyone,N/A,FALSE,FALSE,Restore apps and more from an old phone,852,Varies with device,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,Varies with device
Accessibility Scanner,com.google.android.apps.accessibility.auditor,Tools,4.5392156,718,"500,000+",500000,TRUE,0,USD,4.4M,6,5700313618786170000,http://www.google.com/accessibility,apps-help@google.com,"Mar 23, 2016","January 21, 2021",http://www.google.com/policies/privacy,Everyone,N/A,FALSE,FALSE,Scan accessibility quickly,167,6.0 and up,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,2.2.1.351925010
Google Pixel Buds,com.google.android.apps.wearables.maestro.companion,Music & Audio,2.8412256,3569,"10,000,000+",10000000,TRUE,0,USD,Varies with device,6,5700313618786170000,N/A,apps-help@google.com,"Apr 27, 2020","April 20, 2021",http://www.google.com/policies/privacy,Everyone,N/A,FALSE,FALSE,The companion app for your Pixel Buds,1965,6.0 and up,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,1.0.367372739
Blogger,com.google.android.apps.blogger,Social,3.7167454,156735,"10,000,000+",10000000,TRUE,0,USD,14M,5,5700313618786170000,http://www.blogger.com/,apps-help@google.com,"Feb 3, 2011","September 28, 2020",http://www.google.com/policies/privacy,Mature 17+,N/A,FALSE,FALSE,Blogging on the go,49432,5.0 and up,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,3.1.4
YouTube Music,com.google.android.youtube.tvmusic,Music & Audio,1.36,120,"10,000,000+",10000000,TRUE,0,USD,706k,5,5700313618786170000,https://support.google.com/youtube?p=yt_androidtv,apps-help@google.com,"Aug 3, 2020","August 3, 2020",https://policies.google.com/privacy,Teen,TRUE,FALSE,FALSE,Enjoy YouTube Music on your biggest screen.,110,5.0 and up,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,1.07.01
